date,run1
2006-02-03,6.45294857025146
2006-02-04,6.44749689102173
2006-02-05,6.4416651725769
2006-02-06,6.43739366531372
2006-02-07,6.43344640731812
2006-02-08,6.42846632003784
2006-02-09,6.42314481735229
2006-02-10,6.41986083984375
2006-02-11,6.41696882247925
2006-02-12,6.41400909423828
2006-02-13,6.41123676300049
2006-02-14,6.40864038467407
2006-02-15,6.40626192092896
2006-02-16,6.40269327163696
2006-02-17,6.39917135238647
2006-02-18,6.39637422561646
2006-02-19,6.39500331878662
2006-02-20,6.39356803894043
2006-02-21,6.39082050323486
2006-02-22,6.38812351226807
2006-02-23,6.38630104064941
2006-02-24,6.38473749160767
2006-02-25,6.38342809677124
2006-02-26,6.38282108306885
2006-02-27,6.38223743438721
2006-02-28,6.38029432296753
2006-03-01,6.33033752441406
2006-03-02,6.33183622360229
2006-03-03,6.33357715606689
2006-03-04,6.33530044555664
2006-03-05,6.33665657043457
2006-03-06,6.33810997009277
2006-03-07,6.33992433547974
2006-03-08,6.34156656265259
2006-03-09,6.34311532974243
2006-03-10,6.34481287002563
2006-03-11,6.34681510925293
2006-03-12,6.34881591796875
2006-03-13,6.35048532485962
2006-03-14,6.3522515296936
2006-03-15,6.35423040390015
2006-03-16,6.35607671737671
2006-03-17,6.35757350921631
2006-03-18,6.35880947113037
2006-03-19,6.36011552810669
2006-03-20,6.36164712905884
2006-03-21,6.36348152160645
2006-03-22,6.36533737182617
2006-03-23,6.36721563339233
2006-03-24,6.3692626953125
2006-03-25,6.37135457992554
2006-03-26,6.37354898452759
2006-03-27,6.37580823898315
2006-03-28,6.37772226333618
2006-03-29,6.37966394424438
2006-03-30,6.38183212280273
2006-03-31,6.3841438293457
2006-04-01,6.38640975952148
2006-04-02,6.38875150680542
2006-04-03,6.39102506637573
2006-04-04,6.39324569702148
2006-04-05,6.39579486846924
2006-04-06,6.39779663085938
2006-04-07,6.39926862716675
2006-04-08,6.40123414993286
2006-04-09,6.40419816970825
2006-04-10,6.4068717956543
2006-04-11,6.40923643112183
2006-04-12,6.41253423690796
2006-04-13,6.41628503799438
2006-04-14,6.42052412033081
2006-04-15,6.42448902130127
2006-04-16,6.42797088623047
2006-04-17,6.4314022064209
2006-04-18,6.43491888046265
2006-04-19,6.43821334838867
2006-04-20,6.44113540649414
2006-04-21,6.44395685195923
2006-04-22,6.44793748855591
2006-04-23,6.45238447189331
2006-04-24,6.45691299438477
2006-04-25,6.46146440505981
2006-04-26,6.46533823013306
2006-04-27,6.46874046325684
2006-04-28,6.47252559661865
2006-04-29,6.47700071334839
2006-04-30,6.48087882995605
2006-05-01,6.48543310165405
2006-05-02,6.49095249176025
2006-05-03,6.49651527404785
2006-05-04,6.5014910697937
2006-05-05,6.50616073608398
2006-05-06,6.51131296157837
2006-05-07,6.51659631729126
2006-05-08,6.52155256271362
2006-05-09,6.52644109725952
2006-05-10,6.53069019317627
2006-05-11,6.53484201431274
2006-05-12,6.53955793380737
2006-05-13,6.54406213760376
2006-05-14,6.5487174987793
2006-05-15,6.55380296707153
2006-05-16,6.55926609039307
2006-05-17,6.5648627281189
2006-05-18,6.57016515731812
2006-05-19,6.57500553131104
2006-05-20,6.57968854904175
2006-05-21,6.58485889434814
2006-05-22,6.5902853012085
2006-05-23,6.59435558319092
2006-05-24,6.59843063354492
2006-05-25,6.60410213470459
2006-05-26,6.6100172996521
2006-05-27,6.61629009246826
2006-05-28,6.62249374389648
2006-05-29,6.6285548210144
2006-05-30,6.63372898101807
2006-05-31,6.6379017829895
2006-06-01,6.82919025421143
2006-06-02,6.83237171173096
2006-06-03,6.8359432220459
2006-06-04,6.83964157104492
2006-06-05,6.8433666229248
2006-06-06,6.84701871871948
2006-06-07,6.85063076019287
2006-06-08,6.85395812988281
2006-06-09,6.85700941085815
2006-06-10,6.86021518707275
2006-06-11,6.86354398727417
2006-06-12,6.86708498001099
2006-06-13,6.87059307098389
2006-06-14,6.87375831604004
2006-06-15,6.87624883651733
2006-06-16,6.87856388092041
2006-06-17,6.88090515136719
2006-06-18,6.88423871994019
2006-06-19,6.88818120956421
2006-06-20,6.89177322387695
2006-06-21,6.89461612701416
2006-06-22,6.8970251083374
2006-06-23,6.89988899230957
2006-06-24,6.9038519859314
2006-06-25,6.90816020965576
2006-06-26,6.91252565383911
2006-06-27,6.91699934005737
2006-06-28,6.92095804214478
2006-06-29,6.92431688308716
2006-06-30,6.92776250839233
2006-07-01,6.93164014816284
2006-07-02,6.93634080886841
2006-07-03,6.94114875793457
2006-07-04,6.94583606719971
2006-07-05,6.9504451751709
2006-07-06,6.95470762252808
2006-07-07,6.95884895324707
2006-07-08,6.96316289901733
2006-07-09,6.96744060516357
2006-07-10,6.97159242630005
2006-07-11,6.97516393661499
2006-07-12,6.97768259048462
2006-07-13,6.9801721572876
2006-07-14,6.98343992233276
2006-07-15,6.98701477050781
2006-07-16,6.99189615249634
2006-07-17,6.99707317352295
2006-07-18,7.00147104263306
2006-07-19,7.00629043579102
2006-07-20,7.0114312171936
2006-07-21,7.01642465591431
2006-07-22,7.02066612243652
2006-07-23,7.02549505233765
2006-07-24,7.02994871139526
2006-07-25,7.0343542098999
2006-07-26,7.038987159729
2006-07-27,7.0441780090332
2006-07-28,7.04944086074829
2006-07-29,7.05459976196289
2006-07-30,7.05998849868774
2006-07-31,7.06535959243774
2006-08-01,7.06987380981445
2006-08-02,7.07391309738159
2006-08-03,7.07827425003052
2006-08-04,7.08312225341797
2006-08-05,7.08830976486206
2006-08-06,7.09347343444824
2006-08-07,7.09857225418091
2006-08-08,7.10348796844482
2006-08-09,7.10870838165283
2006-08-10,7.11398839950562
2006-08-11,7.11885595321655
2006-08-12,7.12314891815186
2006-08-13,7.12785148620605
2006-08-14,7.13294458389282
2006-08-15,7.13699531555176
2006-08-16,7.14099788665771
2006-08-17,7.14563274383545
2006-08-18,7.15033721923828
2006-08-19,7.15513706207275
2006-08-20,7.15951538085938
2006-08-21,7.16405439376831
2006-08-22,7.16866540908813
2006-08-23,7.17310810089111
2006-08-24,7.17692756652832
2006-08-25,7.18080043792725
2006-08-26,7.18490600585938
2006-08-27,7.18911695480347
2006-08-28,7.19327878952026
2006-08-29,7.19694852828979
2006-08-30,7.20005941390991
2006-08-31,7.20415163040161
2006-09-01,6.86544132232666
2006-09-02,6.86837577819824
2006-09-03,6.87186050415039
2006-09-04,6.87560272216797
2006-09-05,6.87814426422119
2006-09-06,6.88095664978027
2006-09-07,6.8827075958252
2006-09-08,6.88524866104126
2006-09-09,6.88809633255005
2006-09-10,6.89204549789429
2006-09-11,6.89598846435547
2006-09-12,6.89941549301147
2006-09-13,6.90183591842651
2006-09-14,6.90461587905884
2006-09-15,6.90823793411255
2006-09-16,6.9120569229126
2006-09-17,6.9161696434021
2006-09-18,6.92045021057129
2006-09-19,6.92402505874634
2006-09-20,6.92771244049072
2006-09-21,6.9315447807312
2006-09-22,6.93474245071411
2006-09-23,6.93758726119995
2006-09-24,6.94083118438721
2006-09-25,6.94459867477417
2006-09-26,6.94853019714355
2006-09-27,6.95184087753296
2006-09-28,6.95405960083008
2006-09-29,6.95638132095337
2006-09-30,6.95888805389404
2006-10-01,6.96227025985718
2006-10-02,6.96540021896362
2006-10-03,6.9688720703125
2006-10-04,6.97137069702148
2006-10-05,6.97321510314941
2006-10-06,6.97526550292969
2006-10-07,6.97812223434448
2006-10-08,6.98108959197998
2006-10-09,6.98369169235229
2006-10-10,6.98518657684326
2006-10-11,6.98760604858398
2006-10-12,6.99034929275513
2006-10-13,6.99360799789429
2006-10-14,6.99675273895264
2006-10-15,7.00057125091553
2006-10-16,7.00398349761963
2006-10-17,7.0065393447876
2006-10-18,7.00908041000366
2006-10-19,7.01215410232544
2006-10-20,7.01545810699463
2006-10-21,7.01846170425415
2006-10-22,7.02210855484009
2006-10-23,7.02570629119873
2006-10-24,7.02925205230713
2006-10-25,7.03269290924072
2006-10-26,7.03559637069702
2006-10-27,7.03882360458374
2006-10-28,7.04228210449219
2006-10-29,7.04575538635254
2006-10-30,7.04920721054077
2006-10-31,7.05254364013672
2006-11-01,7.0555853843689
2006-11-02,7.05841541290283
2006-11-03,7.06144666671753
2006-11-04,7.06465291976929
2006-11-05,7.06771850585938
2006-11-06,7.07089376449585
2006-11-07,7.07409238815308
2006-11-08,7.07711696624756
2006-11-09,7.08015251159668
2006-11-10,7.0832633972168
2006-11-11,7.08624935150146
2006-11-12,7.08912086486816
2006-11-13,7.09212827682495
2006-11-14,7.09523916244507
2006-11-15,7.0981764793396
2006-11-16,7.10034799575806
2006-11-17,7.10216188430786
2006-11-18,7.10488653182983
2006-11-19,7.10794878005981
2006-11-20,7.11079978942871
2006-11-21,7.11348247528076
2006-11-22,7.11612939834595
2006-11-23,7.11891078948975
2006-11-24,7.12174797058105
2006-11-25,7.12433958053589
2006-11-26,7.12694978713989
2006-11-27,7.12963056564331
2006-11-28,7.13125228881836
2006-11-29,7.13271713256836
2006-11-30,7.13435173034668
2006-12-01,5.78449106216431
2006-12-02,5.78585720062256
2006-12-03,5.78853797912598
2006-12-04,5.79150629043579
2006-12-05,5.79418897628784
2006-12-06,5.79689311981201
2006-12-07,5.79959726333618
2006-12-08,5.80240869522095
2006-12-09,5.80525732040405
2006-12-10,5.80801677703857
2006-12-11,5.81078004837036
2006-12-12,5.81251859664917
2006-12-13,5.81477546691895
2006-12-14,5.81691694259644
2006-12-15,5.81823873519897
2006-12-16,5.8195481300354
2006-12-17,5.82237243652344
2006-12-18,5.82516384124756
2006-12-19,5.82711410522461
2006-12-20,5.82853364944458
2006-12-21,5.82991075515747
2006-12-22,5.83129358291626
2006-12-23,5.83242082595825
2006-12-24,5.83516120910645
2006-12-25,5.83827781677246
2006-12-26,5.84150266647339
2006-12-27,5.84472274780273
2006-12-28,5.84793853759766
2006-12-29,5.85114002227783
2006-12-30,5.8542947769165
2006-12-31,5.85730361938477
2007-01-01,5.86039400100708
2007-01-02,5.86337852478027
2007-01-03,5.86642694473267
2007-01-04,5.86954116821289
2007-01-05,5.87264680862427
2007-01-06,5.87578439712524
2007-01-07,5.87895536422729
2007-01-08,5.88201665878296
2007-01-09,5.88507318496704
2007-01-10,5.88825511932373
2007-01-11,5.89145994186401
2007-01-12,5.89469146728516
2007-01-13,5.89792919158936
2007-01-14,5.90115022659302
2007-01-15,5.90425109863281
2007-01-16,5.90732145309448
2007-01-17,5.91051197052002
2007-01-18,5.91371631622314
2007-01-19,5.91693735122681
2007-01-20,5.92022037506104
2007-01-21,5.92326784133911
2007-01-22,5.92566967010498
2007-01-23,5.92778730392456
2007-01-24,5.93026208877563
2007-01-25,5.93259334564209
2007-01-26,5.93523025512695
2007-01-27,5.93865823745728
2007-01-28,5.94213151931763
2007-01-29,5.94553804397583
2007-01-30,5.948646068573
2007-01-31,5.95177221298218
2007-02-01,5.95461320877075
2007-02-02,5.95798254013062
2007-02-03,5.96142768859863
2007-02-04,5.96494102478027
2007-02-05,5.96830224990845
2007-02-06,5.97135591506958
2007-02-07,5.97408580780029
2007-02-08,5.97630643844604
2007-02-09,5.97827005386353
2007-02-10,5.98160219192505
2007-02-11,5.98527669906616
2007-02-12,5.98870086669922
2007-02-13,5.99200677871704
2007-02-14,5.99558210372925
2007-02-15,5.99946212768555
2007-02-16,6.00343132019043
2007-02-17,6.0067572593689
2007-02-18,6.00999212265015
2007-02-19,6.0137996673584
2007-02-20,6.01775789260864
2007-02-21,6.02163553237915
2007-02-22,6.02544498443604
2007-02-23,6.02936029434204
2007-02-24,6.03329515457153
2007-02-25,6.03686618804932
2007-02-26,6.04048013687134
2007-02-27,6.0445761680603
2007-02-28,6.04852151870728
2007-03-01,7.06068277359009
2007-03-02,7.06463003158569
2007-03-03,7.06844329833984
2007-03-04,7.07262372970581
2007-03-05,7.07648420333862
2007-03-06,7.07997226715088
2007-03-07,7.08384084701538
2007-03-08,7.08810520172119
2007-03-09,7.09314155578613
2007-03-10,7.0985312461853
2007-03-11,7.10405397415161
2007-03-12,7.10956192016602
2007-03-13,7.11498308181763
2007-03-14,7.12046051025391
2007-03-15,7.12566900253296
2007-03-16,7.1306529045105
2007-03-17,7.13615417480469
2007-03-18,7.14166355133057
2007-03-19,7.14617156982422
2007-03-20,7.15075731277466
2007-03-21,7.15634727478027
2007-03-22,7.16211223602295
2007-03-23,7.16770696640015
2007-03-24,7.17291831970215
2007-03-25,7.17735290527344
2007-03-26,7.18194007873535
2007-03-27,7.18673992156982
2007-03-28,7.19105911254883
2007-03-29,7.19598150253296
2007-03-30,7.20116662979126
2007-03-31,7.20563983917236
2007-04-01,7.2097954750061
2007-04-02,7.21409511566162
2007-04-03,7.21785736083984
2007-04-04,7.22154569625854
2007-04-05,7.22646188735962
2007-04-06,7.23212194442749
2007-04-07,7.23849439620972
2007-04-08,7.24478149414062
2007-04-09,7.25085926055908
2007-04-10,7.25550985336304
2007-04-11,7.25787448883057
2007-04-12,7.25920438766479
2007-04-13,7.26059198379517
2007-04-14,7.26376152038574
2007-04-15,7.27019166946411
2007-04-16,7.27714586257935
2007-04-17,7.28198432922363
2007-04-18,7.2866415977478
2007-04-19,7.29152202606201
2007-04-20,7.29639625549316
2007-04-21,7.30135202407837
2007-04-22,7.30744171142578
2007-04-23,7.31604290008545
2007-04-24,7.32426452636719
2007-04-25,7.33014297485352
2007-04-26,7.33504629135132
2007-04-27,7.33937883377075
2007-04-28,7.3442234992981
2007-04-29,7.35013580322266
2007-04-30,7.35930442810059
2007-05-01,7.36636447906494
2007-05-02,7.37381839752197
2007-05-03,7.38207197189331
2007-05-04,7.38736772537231
2007-05-05,7.39440631866455
2007-05-06,7.40441417694092
2007-05-07,7.4172739982605
2007-05-08,7.4299521446228
2007-05-09,7.43967723846436
2007-05-10,7.4491114616394
2007-05-11,7.45932674407959
2007-05-12,7.47062587738037
2007-05-13,7.48263645172119
2007-05-14,7.49756860733032
2007-05-15,7.51165962219238
2007-05-16,7.5206413269043
2007-05-17,7.52974081039429
2007-05-18,7.54284954071045
2007-05-19,7.55411195755005
2007-05-20,7.56766510009766
2007-05-21,7.5938606262207
2007-05-22,7.62026882171631
2007-05-23,7.63814926147461
2007-05-24,7.65712928771973
2007-05-25,7.67935514450073
2007-05-26,7.6993260383606
2007-05-27,7.72400760650635
2007-05-28,7.75668096542358
2007-05-29,7.79537153244019
2007-05-30,7.83287715911865
2007-05-31,7.86578512191772
2007-06-01,7.53851318359375
2007-06-02,7.5557975769043
2007-06-03,7.57275009155273
2007-06-04,7.58721017837524
2007-06-05,7.60215282440186
2007-06-06,7.61915302276611
2007-06-07,7.63546276092529
2007-06-08,7.65227890014648
2007-06-09,7.66971683502197
2007-06-10,7.68630647659302
2007-06-11,7.70242071151733
2007-06-12,7.71811819076538
2007-06-13,7.73434591293335
2007-06-14,7.75003433227539
2007-06-15,7.76557207107544
2007-06-16,7.77890586853027
2007-06-17,7.79157257080078
2007-06-18,7.80441045761108
2007-06-19,7.81797504425049
2007-06-20,7.83374404907227
2007-06-21,7.84897184371948
2007-06-22,7.86415672302246
2007-06-23,7.87976264953613
2007-06-24,7.89604806900024
2007-06-25,7.91144418716431
2007-06-26,7.92507934570312
2007-06-27,7.93767547607422
2007-06-28,7.95019483566284
2007-06-29,7.96267652511597
2007-06-30,7.97651481628418
2007-07-01,7.9914402961731
2007-07-02,8.00458908081055
2007-07-03,8.01778697967529
2007-07-04,8.02992248535156
2007-07-05,8.04181385040283
2007-07-06,8.05677890777588
2007-07-07,8.07269859313965
2007-07-08,8.08796215057373
2007-07-09,8.10056972503662
2007-07-10,8.11284160614014
2007-07-11,8.12619590759277
2007-07-12,8.13814926147461
2007-07-13,8.15158176422119
2007-07-14,8.16615009307861
2007-07-15,8.18065452575684
2007-07-16,8.19540882110596
2007-07-17,8.20916271209717
2007-07-18,8.22199153900146
2007-07-19,8.23483562469482
2007-07-20,8.24618911743164
2007-07-21,8.25620651245117
2007-07-22,8.2675666809082
2007-07-23,8.28049659729004
2007-07-24,8.29363918304443
2007-07-25,8.30564308166504
2007-07-26,8.31808662414551
2007-07-27,8.33115100860596
2007-07-28,8.34358787536621
2007-07-29,8.3559398651123
2007-07-30,8.36811447143555
2007-07-31,8.378830909729
2007-08-01,8.39008235931396
2007-08-02,8.40091514587402
2007-08-03,8.41027355194092
2007-08-04,8.4200439453125
2007-08-05,8.43104934692383
2007-08-06,8.43982410430908
2007-08-07,8.44847393035889
2007-08-08,8.45876312255859
2007-08-09,8.47301959991455
2007-08-10,8.48754978179932
2007-08-11,8.50077056884766
2007-08-12,8.51301383972168
2007-08-13,8.52366638183594
2007-08-14,8.5345983505249
2007-08-15,8.54593563079834
2007-08-16,8.55465602874756
2007-08-17,8.56340980529785
2007-08-18,8.57373046875
2007-08-19,8.58242511749268
2007-08-20,8.59133625030518
2007-08-21,8.60317897796631
2007-08-22,8.61709976196289
2007-08-23,8.63158226013184
2007-08-24,8.64594078063965
2007-08-25,8.65909862518311
2007-08-26,8.67142295837402
2007-08-27,8.68318653106689
2007-08-28,8.69442367553711
2007-08-29,8.70460891723633
2007-08-30,8.71341228485107
2007-08-31,8.72325229644775
2007-09-01,7.38304901123047
2007-09-02,7.38991403579712
2007-09-03,7.39654588699341
2007-09-04,7.40274953842163
2007-09-05,7.40892219543457
2007-09-06,7.41546010971069
2007-09-07,7.42194175720215
2007-09-08,7.42808055877686
2007-09-09,7.43421459197998
2007-09-10,7.44005537033081
2007-09-11,7.44565868377686
2007-09-12,7.45094966888428
2007-09-13,7.45641994476318
2007-09-14,7.46066856384277
2007-09-15,7.46452236175537
2007-09-16,7.46807670593262
2007-09-17,7.4732232093811
2007-09-18,7.47776317596436
2007-09-19,7.47896432876587
2007-09-20,7.47995519638062
2007-09-21,7.48036289215088
2007-09-22,7.48038721084595
2007-09-23,7.48231363296509
2007-09-24,7.487380027771
2007-09-25,7.49252700805664
2007-09-26,7.49718809127808
2007-09-27,7.50290012359619
2007-09-28,7.50831460952759
2007-09-29,7.51259994506836
2007-09-30,7.5162410736084
2007-10-01,7.52026510238647
2007-10-02,7.52502918243408
2007-10-03,7.52617263793945
2007-10-04,7.52878379821777
2007-10-05,7.53161478042603
2007-10-06,7.5348916053772
2007-10-07,7.53877401351929
2007-10-08,7.5455904006958
2007-10-09,7.55264377593994
2007-10-10,7.55753755569458
2007-10-11,7.56384897232056
2007-10-12,7.57102918624878
2007-10-13,7.57768487930298
2007-10-14,7.58639907836914
2007-10-15,7.59474515914917
2007-10-16,7.60166883468628
2007-10-17,7.60466432571411
2007-10-18,7.60671091079712
2007-10-19,7.60916900634766
2007-10-20,7.61109638214111
2007-10-21,7.61327028274536
2007-10-22,7.6187744140625
2007-10-23,7.62384176254272
2007-10-24,7.624436378479
2007-10-25,7.62410593032837
2007-10-26,7.62384271621704
2007-10-27,7.6240119934082
2007-10-28,7.62534379959106
2007-10-29,7.63031244277954
2007-10-30,7.6353120803833
2007-10-31,7.63752698898315
2007-11-01,7.63999223709106
2007-11-02,7.6450457572937
2007-11-03,7.65046262741089
2007-11-04,7.65579986572266
2007-11-05,7.66097450256348
2007-11-06,7.66597414016724
2007-11-07,7.67096996307373
2007-11-08,7.67592763900757
2007-11-09,7.68051338195801
2007-11-10,7.68534278869629
2007-11-11,7.69019222259521
2007-11-12,7.6948823928833
2007-11-13,7.69869661331177
2007-11-14,7.69984340667725
2007-11-15,7.70382690429688
2007-11-16,7.70851898193359
2007-11-17,7.71306800842285
2007-11-18,7.71679544448853
2007-11-19,7.72104358673096
2007-11-20,7.72504901885986
2007-11-21,7.72847080230713
2007-11-22,7.73272275924683
2007-11-23,7.73659944534302
2007-11-24,7.74041128158569
2007-11-25,7.7449426651001
2007-11-26,7.74966382980347
2007-11-27,7.75388336181641
2007-11-28,7.75604152679443
2007-11-29,7.75904321670532
2007-11-30,7.76076984405518
2007-12-01,6.55192804336548
2007-12-02,6.55377054214478
2007-12-03,6.55692481994629
2007-12-04,6.56065034866333
2007-12-05,6.56350231170654
2007-12-06,6.56616353988647
2007-12-07,6.56879329681396
2007-12-08,6.57237911224365
2007-12-09,6.57629108428955
2007-12-10,6.58029365539551
2007-12-11,6.58422088623047
2007-12-12,6.58766984939575
2007-12-13,6.59016752243042
2007-12-14,6.59076452255249
2007-12-15,6.59116649627686
2007-12-16,6.59316492080688
2007-12-17,6.5969705581665
2007-12-18,6.60088348388672
2007-12-19,6.60455465316772
2007-12-20,6.60835075378418
2007-12-21,6.61205911636353
2007-12-22,6.61575984954834
2007-12-23,6.61962175369263
2007-12-24,6.62373781204224
2007-12-25,6.62792539596558
2007-12-26,6.63197708129883
2007-12-27,6.63601875305176
2007-12-28,6.64014101028442
2007-12-29,6.6442346572876
2007-12-30,6.64823389053345
2007-12-31,6.6522331237793
2008-01-01,6.65631246566772
2008-01-02,6.66035223007202
2008-01-03,6.66430473327637
2008-01-04,6.66839790344238
2008-01-05,6.67269992828369
2008-01-06,6.67702198028564
2008-01-07,6.68149566650391
2008-01-08,6.68611764907837
2008-01-09,6.69093465805054
2008-01-10,6.69619274139404
2008-01-11,6.70199918746948
2008-01-12,6.70843696594238
2008-01-13,6.71546030044556
2008-01-14,6.7228045463562
2008-01-15,6.73044586181641
2008-01-16,6.73870277404785
2008-01-17,6.74883651733398
2008-01-18,6.76352643966675
2008-01-19,6.78315496444702
2008-01-20,6.80573225021362
2008-01-21,6.829749584198
2008-01-22,6.85410642623901
2008-01-23,6.87801122665405
2008-01-24,6.90125751495361
2008-01-25,6.92400979995728
2008-01-26,6.94622611999512
2008-01-27,6.96918964385986
2008-01-28,7.01720952987671
2008-01-29,7.07241249084473
2008-01-30,7.11572170257568
2008-01-31,7.14845371246338
2008-02-01,7.17595863342285
2008-02-02,7.21834135055542
2008-02-03,7.27570962905884
2008-02-04,7.55520248413086
2008-02-05,7.56562995910645
2008-02-06,7.54979991912842
2008-02-07,7.53938722610474
2008-02-08,7.48754835128784
2008-02-09,7.4502329826355
2008-02-10,7.51466941833496
2008-02-11,7.49811840057373
2008-02-12,7.42858362197876
2008-02-13,7.35497093200684
2008-02-14,7.30216550827026
2008-02-15,7.28343486785889
2008-02-16,7.26096534729004
2008-02-17,7.24757528305054
2008-02-18,7.22916650772095
2008-02-19,7.22326850891113
2008-02-20,7.22277116775513
2008-02-21,7.22289752960205
2008-02-22,7.22329616546631
2008-02-23,7.22369766235352
2008-02-24,7.22384119033813
2008-02-25,7.2234935760498
2008-02-26,7.22315740585327
2008-02-27,7.22304153442383
2008-02-28,7.22277164459229
2008-03-01,7.67490196228027
2008-03-02,7.67620229721069
2008-03-03,7.67763900756836
2008-03-04,7.67885589599609
2008-03-05,7.68019723892212
2008-03-06,7.68186140060425
2008-03-07,7.68340349197388
2008-03-08,7.68489456176758
2008-03-09,7.68631982803345
2008-03-10,7.68757104873657
2008-03-11,7.68909645080566
2008-03-12,7.69059276580811
2008-03-13,7.69189310073853
2008-03-14,7.693528175354
2008-03-15,7.69543838500977
2008-03-16,7.69721603393555
2008-03-17,7.69897508621216
2008-03-18,7.70052146911621
2008-03-19,7.70173406600952
2008-03-20,7.70348834991455
2008-03-21,7.7056040763855
2008-03-22,7.70721673965454
2008-03-23,7.70890378952026
2008-03-24,7.71096801757812
2008-03-25,7.71303749084473
2008-03-26,7.71489381790161
2008-03-27,7.71644830703735
2008-03-28,7.71806049346924
2008-03-29,7.71972703933716
2008-03-30,7.72162485122681
2008-03-31,7.72394227981567
2008-04-01,7.72655725479126
2008-04-02,7.72923898696899
2008-04-03,7.73177480697632
2008-04-04,7.73404741287231
2008-04-05,7.73641157150269
2008-04-06,7.73899984359741
2008-04-07,7.74121332168579
2008-04-08,7.74323511123657
2008-04-09,7.74541282653809
2008-04-10,7.74774551391602
2008-04-11,7.74966764450073
2008-04-12,7.75160455703735
2008-04-13,7.754319190979
2008-04-14,7.75712823867798
2008-04-15,7.75981569290161
2008-04-16,7.76252555847168
2008-04-17,7.7647705078125
2008-04-18,7.76665449142456
2008-04-19,7.76904535293579
2008-04-20,7.7714581489563
2008-04-21,7.77381706237793
2008-04-22,7.77674102783203
2008-04-23,7.77977514266968
2008-04-24,7.7826452255249
2008-04-25,7.78563070297241
2008-04-26,7.78892087936401
2008-04-27,7.79218482971191
2008-04-28,7.79491281509399
2008-04-29,7.7974328994751
2008-04-30,7.80019378662109
2008-05-01,7.8032398223877
2008-05-02,7.80664157867432
2008-05-03,7.81021499633789
2008-05-04,7.81367301940918
2008-05-05,7.81661796569824
2008-05-06,7.81910562515259
2008-05-07,7.82191514968872
2008-05-08,7.8251576423645
2008-05-09,7.82749223709106
2008-05-10,7.8292555809021
2008-05-11,7.83189296722412
2008-05-12,7.83517456054688
2008-05-13,7.83870315551758
2008-05-14,7.84168863296509
2008-05-15,7.84455251693726
2008-05-16,7.84750318527222
2008-05-17,7.85018539428711
2008-05-18,7.85291481018066
2008-05-19,7.85591459274292
2008-05-20,7.85938119888306
2008-05-21,7.86286067962646
2008-05-22,7.86583757400513
2008-05-23,7.86878395080566
2008-05-24,7.87183427810669
2008-05-25,7.87445545196533
2008-05-26,7.87811136245728
2008-05-27,7.88287162780762
2008-05-28,7.88822555541992
2008-05-29,7.8937931060791
2008-05-30,7.89789295196533
2008-05-31,7.89993572235107
2008-06-01,7.76978874206543
2008-06-02,7.77405118942261
2008-06-03,7.78058910369873
2008-06-04,7.78821420669556
2008-06-05,7.79580450057983
2008-06-06,7.80201196670532
2008-06-07,7.80816268920898
2008-06-08,7.81459665298462
2008-06-09,7.82080936431885
2008-06-10,7.82840967178345
2008-06-11,7.83508157730103
2008-06-12,7.84065866470337
2008-06-13,7.84603452682495
2008-06-14,7.85201740264893
2008-06-15,7.85900259017944
2008-06-16,7.86639547348022
2008-06-17,7.8734335899353
2008-06-18,7.87895822525024
2008-06-19,7.88367128372192
2008-06-20,7.88754224777222
2008-06-21,7.89062833786011
2008-06-22,7.89312314987183
2008-06-23,7.89642477035522
2008-06-24,7.89983177185059
2008-06-25,7.90082263946533
2008-06-26,7.90397119522095
2008-06-27,7.90402603149414
2008-06-28,7.90380191802979
2008-06-29,7.90411329269409
2008-06-30,7.9054799079895
2008-07-01,7.90805387496948
2008-07-02,7.90776872634888
2008-07-03,7.90724182128906
2008-07-04,7.90691137313843
2008-07-05,7.90663003921509
2008-07-06,7.90659236907959
2008-07-07,7.90778923034668
2008-07-08,7.91020011901855
2008-07-09,7.9107141494751
2008-07-10,7.91053199768066
2008-07-11,7.91012716293335
2008-07-12,7.90976762771606
2008-07-13,7.91088008880615
2008-07-14,7.91467714309692
2008-07-15,7.91839742660522
2008-07-16,7.91842317581177
2008-07-17,7.91801977157593
2008-07-18,7.91766262054443
2008-07-19,7.91712236404419
2008-07-20,7.91654062271118
2008-07-21,7.91822910308838
2008-07-22,7.92044830322266
2008-07-23,7.92118453979492
2008-07-24,7.92280292510986
2008-07-25,7.92443370819092
2008-07-26,7.92576122283936
2008-07-27,7.92740058898926
2008-07-28,7.92931270599365
2008-07-29,7.93108224868774
2008-07-30,7.93219566345215
2008-07-31,7.93324995040894
2008-08-01,7.93417978286743
2008-08-02,7.93511438369751
2008-08-03,7.93622732162476
2008-08-04,7.93823719024658
2008-08-05,7.94010019302368
2008-08-06,7.93991422653198
2008-08-07,7.93994092941284
2008-08-08,7.94179058074951
2008-08-09,7.94330883026123
2008-08-10,7.94524812698364
2008-08-11,7.94725561141968
2008-08-12,7.94926309585571
2008-08-13,7.95114850997925
2008-08-14,7.95262241363525
2008-08-15,7.95386409759521
2008-08-16,7.9549355506897
2008-08-17,7.95698928833008
2008-08-18,7.95910263061523
2008-08-19,7.95996236801147
2008-08-20,7.96045970916748
2008-08-21,7.96137714385986
2008-08-22,7.96276426315308
2008-08-23,7.96382665634155
2008-08-24,7.96589136123657
